key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portugese;Russian;Finnish;
KOP_inspire_german_militarism_desc;The German Military is currently in need of more Men, and We can take our chance now by inspiring them to join into the Military. After all, it's only natural after our failure against Napoleon that we hire more people to possibly usurp his domination of Europe.;x;
KOG_restore_the_teutonic_legacy_title;Restore the Teutonic Legacy;x;
KOG_restore_the_teutonic_legacy_desc;The Teutonic Order was a great nation from a long time ago, and now it's about time we restore it's legacy by reclaiming the Lands of the Baltics and the Germans in them.;x;
MML_petition_annex_prussia_title;Petition for Prussian Annexation;x;
MML_petition_annex_prussia_desc;The small state of Memel has always been on the brink of annexation as it were anyways, and it appears the end of our Nation is nearing. It's time we request formal annexation.;x;
TUT_the_canadian_oath_title;The Canadian Oath;x;
TUT_the_canadian_oath_desc;The Northern parts of North America are naturally a part of our nation and the denial of this comes from one source, the British. We shall proclaim the Canadian Oath, thus allowing us to take over Canada for the Canadian People.;x;
TCT_enact_the_golden_circle_title;Enact the Golden Circle;x;
TCT_enact_the_golden_circle_desc;Our recent victory against the Yanks of the North have allowed us to fully realize our Ambitions in the South. We will enact the Golden Circle, and for once, We will triumph over the North! We will succeed!;x;
TUT_emancipation_proclamation_title;Emancipation Proclamation;x;
TUT_emancipation_proclamation_desc;As We are dealing with the Confederate Scum, it's time we accept the now liberated Slaves from their Captors and proclaim them as Free People, who can support us against the current rebellion.;x;
TUT_native_rights_act_title;Native Rights Act;x;
TUT_native_rights_act_desc;The Natives are a part of our Nation, and while we've had our differences, we must give them the benefit of their proper rights. It's time we treat the people of our Nation as people and not as slaves.;x;
TUT_abandon_the_usa_title;Abandon the United States;x;
TUT_abandon_the_usa_desc;"A failed state. Do you know what it is? What it implies? Of course you don't. You haven't seen what happens when a Superpower collapses. Now... There is no more United States. No more America... at least, not really. Two American Empires. Six Seperatist States. You haven't seen anarchy, yet..." \n \n §R (WARNING: Pressing this decision is your ONLY chance to change to the Free States of America, the Pacific States of America and the Confederates. Consider it wisely.) §W;x;
RUE_sell_alaska_title;Sell Alaska;x;
RUE_sell_alaska_desc;Alaska is becoming a money sink for our nation, and it's starting to become a serious bottleneck. We shall sell it to someone else. \n \n §R (WARNING: Pressing this Decision will make you sell Alaska, HOWEVER the AI will have a fifty-fifty chance to actually purchase Alaska) §W;x;
NFR_fate_of_the_slavonians_title;Fate of the Slavonians;x;
NFR_fate_of_the_slavonians_desc;The Slavonians have been under our rule for enough time for them to decide which is better, French Integration or Independance. It's time their Nation decides what is right.;x;
OPTIONS_open_title;Open Options;x;
OPTIONS_open_desc;Open the Option Menu. This Decision automatically disables itself on 1837.;x;
OPTIONS_close_title;Close Options;x;
OPTIONS_close_desc;Close the Option Menu.;x;
OPTIONS_disable_napoleonic_order_title;Disable Napoleonic Order;x;
OPTIONS_disable_napoleonic_order_desc;This is the thing limiting you from declaring war on other nations for Cores. Press this Decision if you don't want to wait for Core Wargoals to unlock.;x;
OPTIONS_take_all_cores_title;Take all Cores;x;
OPTIONS_take_all_cores_desc;Take all Cores if you don't already own them.;x;
OPTIONS_enable_test_decisions_title;Enable Test Decisions;x;
OPTIONS_enable_test_decisions_desc;Enable certain decisions meant for testing out the Mod.;x;
